"id";"артикул";"Наименование";"Товар";"Фабрика";"Коллекция";"Тип";"Размер";"Ширина";"Длина";"Вес";"Шт";"М2";"ЕдИзм";"Линк";"Неликвид";"Цена1";"Цена2";"Цена3";"Цена4";"Цена5";"Цена6";"Цена7";"Цена8";"Цена9";"Цена10";"Цена11";"Акция";"Распродажа";"Новинка";"Материал";"Стиль";"Поверхность";"Назначение";"Цвет"
"307253";"q10510";"плитка, 6161 Кимоно салатный  керамич.плитка, 25x40";"q10510 Плитка облиц. керамич. 6161 КИМОНО САЛАТНЫЙ  КЕРАМИЧ.ПЛИТКА, 25x40";"Kerama";"Кимоно";"плитка";"25x40";"25";"40";"16,25";"11";"1,1";"м2";;"0";"784,8";"667,2";"784,8";"560,71";"588,8";"560,71";"560,71";"560,71";"560,71";"560,71";"560,71";"0";"0";"0";"Керамическая плитка";;;;
"307254";"q10512";"плитка, 6162 Кимоно белый  керамич.плитка, 25x40";"q10512 Плитка облиц. керамич. 6162 КИМОНО БЕЛЫЙ  КЕРАМИЧ.ПЛИТКА, 25x40";"Kerama";"Кимоно";"плитка";"25x40";"25";"40";"16,25";"11";"1,1";"м2";;"0";"791,2";"672,8";"791,2";"564,9";"593,6";"564,9";"564,9";"564,9";"564,9";"564,9";"564,9";"0";"0";"0";"Керамическая плитка";;;;
"307243";"q10527";"плитка, 4153 Кимоно белый  керамич.плитка, 40,2x40,2";"q10527 Плитка облиц. керамич. 4153 КИМОНО БЕЛЫЙ  КЕРАМИЧ.ПЛИТКА, 40,2x40,2";"Kerama";"Кимоно";"плитка";"40,2x40,2";"40,2";"40,2";"30";"10";"1,62";"м2";;"0";"700";"595,2";"700";"499,8";"524,8";"499,8";"499,8";"499,8";"499,8";"499,8";"499,8";"0";"0";"0";"Керамическая плитка";;;;
"307244";"q10528";"плитка, 4154 Кимоно серый  керамич.плитка, 40,2x40,2";"q10528 Плитка облиц. керамич. 4154 КИМОНО СЕРЫЙ  КЕРАМИЧ.ПЛИТКА, 40,2x40,2";"Kerama";"Кимоно";"плитка";"40,2x40,2";"40,2";"40,2";"30";"10";"1,62";"м2";;"0";"700";"595,2";"700";"499,8";"524,8";"499,8";"499,8";"499,8";"499,8";"499,8";"499,8";"0";"0";"0";"Керамическая плитка";;;;
"307245";"q10529";"плитка, 4155 Кимоно беж  керамич.плитка, 40,2x40,2";"q10529 Плитка облиц. керамич. 4155 КИМОНО БЕЖ  КЕРАМИЧ.ПЛИТКА, 40,2x40,2";"Kerama";"Кимоно";"плитка";"40,2x40,2";"40,2";"40,2";"30";"10";"1,62";"м2";;"0";"693,6";"589,6";"693,6";"495,6";"520";"495,6";"495,6";"495,6";"495,6";"495,6";"495,6";"0";"0";"0";"Керамическая плитка";;;;
"307246";"q10530";"плитка, 4156 Кимоно оранжевый  керамич.плитка, 40,2x40,2";"q10530 Плитка облиц. керамич. 4156 КИМОНО ОРАНЖЕВЫЙ  КЕРАМИЧ.ПЛИТКА, 40,2x40,2";"Kerama";"Кимоно";"плитка";"40,2x40,2";"40,2";"40,2";"30";"10";"1,62";"м2";;"0";"693,6";"589,6";"693,6";"495,6";"520";"495,6";"495,6";"495,6";"495,6";"495,6";"495,6";"0";"0";"0";"Керамическая плитка";;;;
"307247";"q10531";"плитка, 4157 Кимоно салатный  керамич.плитка, 40,2x40,2";"q10531 Плитка облиц. керамич. 4157 КИМОНО САЛАТНЫЙ  КЕРАМИЧ.ПЛИТКА, 40,2x40,2";"Kerama";"Кимоно";"плитка";"40,2x40,2";"40,2";"40,2";"30";"10";"1,62";"м2";;"0";"693,6";"589,6";"693,6";"495,6";"520";"495,6";"495,6";"495,6";"495,6";"495,6";"495,6";"0";"0";"0";"Керамическая плитка";;;;
"307248";"q10532";"плитка, 4158 Кимоно сирень  керамич.плитка, 40,2x40,2";"q10532 Плитка облиц. керамич. 4158 КИМОНО СИРЕНЬ  КЕРАМИЧ.ПЛИТКА, 40,2x40,2";"Kerama";"Кимоно";"плитка";"40,2x40,2";"40,2";"40,2";"30";"10";"1,62";"м2";;"0";"700";"595,2";"700";"499,8";"524,8";"499,8";"499,8";"499,8";"499,8";"499,8";"499,8";"0";"0";"0";"Керамическая плитка";;;;
"307256";"q10608";"декор, A1695/6000 Полет журавлей декор, 25x40";"q10608 Декор керамич. A1695/6000 ПОЛЕТ ЖУРАВЛЕЙ ДЕКОР, 25x40";"Kerama";"Кимоно";"декор";"25x40";"25";"40";"14,51";"10";"1";"шт";;"0";"362,4";"308";"362,4";"259";"272";"259";"259";"259";"259";"259";"259";"0";"0";"0";"Керамическая плитка";;;;
"307258";"q10609";"декор, B1686/6000 Полет журавлей декор, 25x40";"q10609 Декор керамич. B1686/6000 ПОЛЕТ ЖУРАВЛЕЙ ДЕКОР, 25x40";"Kerama";"Кимоно";"декор";"25x40";"25";"40";"14,51";"10";"1";"шт";;"0";"374,4";"318,4";"374,4";"267,4";"280,8";"267,4";"267,4";"267,4";"267,4";"267,4";"267,4";"0";"0";"0";"Керамическая плитка";;;;
"307255";"q10610";"декор, A1686/6000 Полет журавлей декор, 25x40";"q10610 Декор керамич. A1686/6000 ПОЛЕТ ЖУРАВЛЕЙ ДЕКОР, 25x40";"Kerama";"Кимоно";"декор";"25x40";"25";"40";"14,51";"10";"1";"шт";;"0";"362,4";"308";"362,4";"259";"272";"259";"259";"259";"259";"259";"259";"0";"0";"0";"Керамическая плитка";;;;
"307259";"q10611";"декор, B1695/6000 Полет журавлей декор, 25x40";"q10611 Декор керамич. B1695/6000 ПОЛЕТ ЖУРАВЛЕЙ ДЕКОР, 25x40";"Kerama";"Кимоно";"декор";"25x40";"25";"40";"14,51";"10";"1";"шт";;"0";"374,4";"318,4";"374,4";"267,4";"280,8";"267,4";"267,4";"267,4";"267,4";"267,4";"267,4";"0";"0";"0";"Керамическая плитка";;;;
"307257";"q10612";"декор, A1752/6162 Зонтики декор, 25x40";"q10612 Декор керамич. A1752/6162 ЗОНТИКИ ДЕКОР, 25x40";"Kerama";"Кимоно";"декор";"25x40";"25";"40";"14,51";"10";"1";"шт";;"0";"362,4";"308";"362,4";"259";"272";"259";"259";"259";"259";"259";"259";"0";"0";"0";"Керамическая плитка";;;;
"307260";"q10613";"декор, B1752/6162 Зонтики декор, 25x40";"q10613 Декор керамич. B1752/6162 ЗОНТИКИ ДЕКОР, 25x40";"Kerama";"Кимоно";"декор";"25x40";"25";"40";"14,51";"10";"1";"шт";;"0";"374,4";"318,4";"374,4";"267,4";"280,8";"267,4";"267,4";"267,4";"267,4";"267,4";"267,4";"0";"0";"0";"Керамическая плитка";;;;
"307261";"q10621";"бордюр, A1690/6156 Журавли бордюр, 25x5,4";"q10621 Бордюр керамич. A1690/6156 ЖУРАВЛИ БОРДЮР, 25x5,4";"Kerama";"Кимоно";"бордюр";"25x5,4";"25";"5,4";"5,99";"30";"0,405";"шт";;"0";"118,4";"100,8";"118,4";"84,7";"88,8";"84,7";"84,7";"84,7";"84,7";"84,7";"84,7";"0";"0";"0";"Керамическая плитка";;;;
"307263";"q10622";"бордюр, B1690/6157 Журавли бордюр, 25x5,4";"q10622 Бордюр керамич. B1690/6157 ЖУРАВЛИ БОРДЮР, 25x5,4";"Kerama";"Кимоно";"бордюр";"25x5,4";"25";"5,4";"5,99";"30";"0,405";"шт";;"0";"124,8";"106,4";"124,8";"88,9";"93,6";"88,9";"88,9";"88,9";"88,9";"88,9";"88,9";"0";"0";"0";"Керамическая плитка";;;;
"307265";"q10623";"бордюр, C1690/6159 Журавли бордюр, 25x5,4";"q10623 Бордюр керамич. C1690/6159 ЖУРАВЛИ БОРДЮР, 25x5,4";"Kerama";"Кимоно";"бордюр";"25x5,4";"25";"5,4";"5,99";"30";"0,405";"шт";;"0";"124,8";"106,4";"124,8";"88,9";"93,6";"88,9";"88,9";"88,9";"88,9";"88,9";"88,9";"0";"0";"0";"Керамическая плитка";;;;
"307266";"q10624";"бордюр, D1690/6160 Журавли бордюр, 25x5,4";"q10624 Бордюр керамич. D1690/6160 ЖУРАВЛИ БОРДЮР, 25x5,4";"Kerama";"Кимоно";"бордюр";"25x5,4";"25";"5,4";"5,99";"30";"0,405";"шт";;"0";"118,4";"100,8";"118,4";"84,7";"88,8";"84,7";"84,7";"84,7";"84,7";"84,7";"84,7";"0";"0";"0";"Керамическая плитка";;;;
"307267";"q10625";"бордюр, E1690/6161 Журавли бордюр, 25x5,4";"q10625 Бордюр керамич. E1690/6161 ЖУРАВЛИ БОРДЮР, 25x5,4";"Kerama";"Кимоно";"бордюр";"25x5,4";"25";"5,4";"5,99";"30";"0,405";"шт";;"0";"118,4";"100,8";"118,4";"84,7";"88,8";"84,7";"84,7";"84,7";"84,7";"84,7";"84,7";"0";"0";"0";"Керамическая плитка";;;;
"307268";"q10626";"бордюр, F1690/6162 Журавли бордюр, 25x5,4";"q10626 Бордюр керамич. F1690/6162 ЖУРАВЛИ БОРДЮР, 25x5,4";"Kerama";"Кимоно";"бордюр";"25x5,4";"25";"5,4";"5,99";"30";"0,405";"шт";;"0";"124,8";"106,4";"124,8";"88,9";"93,6";"88,9";"88,9";"88,9";"88,9";"88,9";"88,9";"0";"0";"0";"Керамическая плитка";;;;
"307262";"q10627";"бордюр, A1771/6162 Зонтики бордюр, 25x5,4";"q10627 Бордюр керамич. A1771/6162 ЗОНТИКИ БОРДЮР, 25x5,4";"Kerama";"Кимоно";"бордюр";"25x5,4";"25";"5,4";"5,99";"30";"0,405";"шт";;"0";"118,4";"100,8";"118,4";"84,7";"88,8";"84,7";"84,7";"84,7";"84,7";"84,7";"84,7";"0";"0";"0";"Керамическая плитка";;;;
"307264";"q10628";"бордюр, B1771/6162 Зонтики бордюр, 25x5,4";"q10628 Бордюр керамич. B1771/6162 ЗОНТИКИ БОРДЮР, 25x5,4";"Kerama";"Кимоно";"бордюр";"25x5,4";"25";"5,4";"5,99";"30";"0,405";"шт";;"0";"124,8";"106,4";"124,8";"88,9";"93,6";"88,9";"88,9";"88,9";"88,9";"88,9";"88,9";"0";"0";"0";"Керамическая плитка";;;;
"307278";"q10658";"бордюр, B1772/4153 Зонтики бордюр, 40,2x7,7";"q10658 Бордюр керамич. B1772/4153 ЗОНТИКИ БОРДЮР, 40,2x7,7";"Kerama";"Кимоно";"бордюр";"40,2x7,7";"40,2";"7,7";"22,344";"28";"0,8667";"шт";;"0";"131,2";"111,2";"131,2";"93,8";"98,4";"93,8";"93,8";"93,8";"93,8";"93,8";"93,8";"0";"0";"0";"Керамическая плитка";;;;
"307277";"q10659";"бордюр, A1772/4153 Зонтики бордюр, 40,2x7,7";"q10659 Бордюр керамич. A1772/4153 ЗОНТИКИ БОРДЮР, 40,2x7,7";"Kerama";"Кимоно";"бордюр";"40,2x7,7";"40,2";"7,7";"22,344";"28";"0,8667";"шт";;"0";"124,8";"106,4";"124,8";"88,9";"93,6";"88,9";"88,9";"88,9";"88,9";"88,9";"88,9";"0";"0";"0";"Керамическая плитка";;;;
"307269";"q10662";"бордюр, A1691/6156 Журавли бордюр, 40x6";"q10662 Бордюр керамич. A1691/6156 ЖУРАВЛИ БОРДЮР, 40x6";"Kerama";"Кимоно";"бордюр";"40x6";"40";"6";"9,68";"22";"0,528";"шт";;"0";"124,8";"106,4";"124,8";"88,9";"93,6";"88,9";"88,9";"88,9";"88,9";"88,9";"88,9";"0";"0";"0";"Керамическая плитка";;;;
"307271";"q10664";"бордюр, B1691/6157 Журавли бордюр, 40x6";"q10664 Бордюр керамич. B1691/6157 ЖУРАВЛИ БОРДЮР, 40x6";"Kerama";"Кимоно";"бордюр";"40x6";"40";"6";"9,68";"22";"0,528";"шт";;"0";"131,2";"111,2";"131,2";"93,8";"98,4";"93,8";"93,8";"93,8";"93,8";"93,8";"93,8";"0";"0";"0";"Керамическая плитка";;;;
"307273";"q10665";"бордюр, C1691/6159 Журавли бордюр, 40x6";"q10665 Бордюр керамич. C1691/6159 ЖУРАВЛИ БОРДЮР, 40x6";"Kerama";"Кимоно";"бордюр";"40x6";"40";"6";"9,68";"22";"0,528";"шт";;"0";"131,2";"111,2";"131,2";"93,8";"98,4";"93,8";"93,8";"93,8";"93,8";"93,8";"93,8";"0";"0";"0";"Керамическая плитка";;;;
"307274";"q10667";"бордюр, D1691/6160 Журавли бордюр, 40x6";"q10667 Бордюр керамич. D1691/6160 ЖУРАВЛИ БОРДЮР, 40x6";"Kerama";"Кимоно";"бордюр";"40x6";"40";"6";"9,68";"22";"0,528";"шт";;"0";"124,8";"106,4";"124,8";"88,9";"93,6";"88,9";"88,9";"88,9";"88,9";"88,9";"88,9";"0";"0";"0";"Керамическая плитка";;;;
"307275";"q10668";"бордюр, E1691/6161 Журавли бордюр, 40x6";"q10668 Бордюр керамич. E1691/6161 ЖУРАВЛИ БОРДЮР, 40x6";"Kerama";"Кимоно";"бордюр";"40x6";"40";"6";"9,68";"22";"0,528";"шт";;"0";"124,8";"106,4";"124,8";"88,9";"93,6";"88,9";"88,9";"88,9";"88,9";"88,9";"88,9";"0";"0";"0";"Керамическая плитка";;;;
"307276";"q10669";"бордюр, F1691/6162 Журавли бордюр, 40x6";"q10669 Бордюр керамич. F1691/6162 ЖУРАВЛИ БОРДЮР, 40x6";"Kerama";"Кимоно";"бордюр";"40x6";"40";"6";"9,68";"22";"0,528";"шт";;"0";"131,2";"111,2";"131,2";"93,8";"98,4";"93,8";"93,8";"93,8";"93,8";"93,8";"93,8";"0";"0";"0";"Керамическая плитка";;;;
"307270";"q10671";"бордюр, A1770/6162 Зонтики бордюр, 40x6";"q10671 Бордюр керамич. A1770/6162 ЗОНТИКИ БОРДЮР, 40x6";"Kerama";"Кимоно";"бордюр";"40x6";"40";"6";"9,68";"22";"0,528";"шт";;"0";"124,8";"106,4";"124,8";"88,9";"93,6";"88,9";"88,9";"88,9";"88,9";"88,9";"88,9";"0";"0";"0";"Керамическая плитка";;;;
"307272";"q10672";"бордюр, B1770/6162 Зонтики бордюр, 40x6";"q10672 Бордюр керамич. B1770/6162 ЗОНТИКИ БОРДЮР, 40x6";"Kerama";"Кимоно";"бордюр";"40x6";"40";"6";"9,68";"22";"0,528";"шт";;"0";"131,2";"111,2";"131,2";"93,8";"98,4";"93,8";"93,8";"93,8";"93,8";"93,8";"93,8";"0";"0";"0";"Керамическая плитка";;;;
"307279";"q10497";"плитка, 7059 Кленовая парча  керамич.плитка, 20x50";"q10497 Плитка облиц. керамич. 7059 КЛЕНОВАЯ ПАРЧА  КЕРАМИЧ.ПЛИТКА, 20x50";"Kerama";"Кленовая парча";"плитка";"20x50";"20";"50";"18,25";"10";"1";"м2";;"0";"715,2";"608";"715,2";"511";"536,8";"511";"511";"511";"511";"511";"511";"0";"0";"0";"Керамическая плитка";;;;
"307280";"q10595";"декор, AR07/7059 Кленовая парча декор, 20x50";"q10595 Декор керамич. AR07/7059 КЛЕНОВАЯ ПАРЧА ДЕКОР, 20x50";"Kerama";"Кленовая парча";"декор";"20x50";"20";"50";"18";"10";"1";"шт";;"0";"486,4";"413,6";"486,4";"347,2";"364,8";"347,2";"347,2";"347,2";"347,2";"347,2";"347,2";"0";"0";"0";"Керамическая плитка";;;;
"307281";"q10600";"бордюр, AR09/7059 Кленовая парча бордюр, 20x6,3";"q10600 Бордюр керамич. AR09/7059 КЛЕНОВАЯ ПАРЧА БОРДЮР, 20x6,3";"Kerama";"Кленовая парча";"бордюр";"20x6,3";"20";"6,3";"4,136";"24";"0,3024";"шт";;"0";"118,4";"100,8";"118,4";"84,7";"88,8";"84,7";"84,7";"84,7";"84,7";"84,7";"84,7";"0";"0";"0";"Керамическая плитка";;;;
"307282";"q10694";"бордюр, AR08/7059 Кленовая парча бордюр, 50x6,3";"q10694 Бордюр керамич. AR08/7059 КЛЕНОВАЯ ПАРЧА БОРДЮР, 50x6,3";"Kerama";"Кленовая парча";"бордюр";"50x6,3";"50";"6,3";"10,284";"18";"0,567";"шт";;"0";"242,4";"206,4";"242,4";"172,9";"181,6";"172,9";"172,9";"172,9";"172,9";"172,9";"172,9";"0";"0";"0";"Керамическая плитка";;;;
"318477";"q13336";"плитка, SG450000N Кленовая парча 50,2*50,2 керамич.гранит, 50,2x50,2";"q13336 Плитка облиц. керамич. SG450000N КЛЕНОВАЯ ПАРЧА 50,2*50,2 КЕРАМИЧ.ГРАНИТ, 50,2x50,2";"Kerama";"Кленовая парча";"плитка";"50,2x50,2";"50,2";"50,2";"27,25";"5";"1,26";"м2";;"0";"860";"731,2";"860";"614,56";"644,8";"614,56";"614,56";"614,56";"614,56";"614,56";"614,56";"0";"0";"0";"Керамическая плитка";;;;
"311474";"q11623";"плитка, 12019 Клермонт  керамическая плитка, 25x75";"q11623 Плитка облиц. керамич. 12019 КЛЕРМОНТ  КЕРАМИЧЕСКАЯ ПЛИТКА, 25x75";"Kerama";"Клермонт";"плитка";"25x75";"25";"75";"18,06";"6";"1,13";"м2";;"0";"1752,8";"1489,6";"1752,8";"1252,05";"1314,4";"1252,05";"1252,05";"1252,05";"1252,05";"1252,05";"1252,05";"0";"0";"0";"Керамическая плитка";;;;
"311490";"q11639";"плитка, 3349 Клермонт светлый  керамическая плитка, 30,2x30,2";"q11639 Плитка облиц. керамич. 3349 КЛЕРМОНТ СВЕТЛЫЙ  КЕРАМИЧЕСКАЯ ПЛИТКА, 30,2x30,2";"Kerama";"Клермонт";"плитка";"30,2x30,2";"30,2";"30,2";"23,4848";"15";"1,37";"м2";;"0";"768,8";"653,6";"768,8";"549,11";"576,8";"549,11";"549,11";"549,11";"549,11";"549,11";"549,11";"0";"0";"0";"Керамическая плитка";;;;
"311564";"q11713";"декор, A2080/12019 Клермонт декор  керамический, 25x75";"q11713 Декор керамич. A2080/12019 КЛЕРМОНТ ДЕКОР  КЕРАМИЧЕСКИЙ, 25x75";"Kerama";"Клермонт";"декор";"25x75";"25";"75";"17,2";"6";"1,125";"шт";;"0";"779,2";"662,4";"779,2";"556,76";"584,8";"556,76";"556,76";"556,76";"556,76";"556,76";"556,76";"0";"0";"0";"Керамическая плитка";;;;
"311567";"q11716";"бордюр, A2089/12019 Клермонт бордюр  керамический, 25x8";"q11716 Бордюр керамич. A2089/12019 КЛЕРМОНТ БОРДЮР  КЕРАМИЧЕСКИЙ, 25x8";"Kerama";"Клермонт";"бордюр";"25x8";"25";"8";"9,35";"30";"0,6";"шт";;"0";"156,8";"133,6";"156,8";"112,2";"117,6";"112,2";"112,2";"112,2";"112,2";"112,2";"112,2";"0";"0";"0";"Керамическая плитка";;;;
"311569";"q11718";"декор, A2067/3349 Клермонт 1/4 розона  декор керамический, 30,2x30,2";"q11718 Декор керамич. A2067/3349 КЛЕРМОНТ 1/4 РОЗОНА  ДЕКОР КЕРАМИЧЕСКИЙ, 30,2x30,2";"Kerama";"Клермонт";"декор";"30,2x30,2";"30,2";"30,2";"9,72";"6";"0,5472";"шт";;"0";"247,2";"210,4";"247,2";"176,8";"185,6";"176,8";"176,8";"176,8";"176,8";"176,8";"176,8";"0";"0";"0";"Керамическая плитка";;;;
"311570";"q11719";"декор, A2068/3349 Клермонт декор  керамический, 30,2x30,2";"q11719 Декор керамич. A2068/3349 КЛЕРМОНТ ДЕКОР  КЕРАМИЧЕСКИЙ, 30,2x30,2";"Kerama";"Клермонт";"декор";"30,2x30,2";"30,2";"30,2";"9,72";"6";"0,5472";"шт";;"0";"247,2";"210,4";"247,2";"176,8";"185,6";"176,8";"176,8";"176,8";"176,8";"176,8";"176,8";"0";"0";"0";"Керамическая плитка";;;;
"311572";"q11721";"вставка, A3349/4BT Клермонт плинтус керамический, 30,2x7,3";"q11721 Вставка керамич. A3349/4BT КЛЕРМОНТ ПЛИНТУС КЕРАМИЧЕСКИЙ, 30,2x7,3";"Kerama";"Клермонт";"вставка";"30,2x7,3";"30,2";"7,3";"8,85";"22";"0,485";"шт";;"0";"154,4";"131,2";"154,4";"110,5";"116";"110,5";"110,5";"110,5";"110,5";"110,5";"110,5";"0";"0";"0";"Керамическая плитка";;;;
"311573";"q11722";"вставка, 3349/4BT Клермонт плинтус керамический, 30,2x7,3";"q11722 Вставка керамич. 3349/4BT КЛЕРМОНТ ПЛИНТУС КЕРАМИЧЕСКИЙ, 30,2x7,3";"Kerama";"Клермонт";"вставка";"30,2x7,3";"30,2";"7,3";"8,9";"24";"0,5291";"шт";;"0";"143,2";"121,6";"143,2";"102";"107,2";"102";"102";"102";"102";"102";"102";"0";"0";"0";"Керамическая плитка";;;;
"311620";"q11772";"вставка, A2071/3349 Клермонт вставка  керамическая, 9,7x9,7";"q11772 Вставка керамич. A2071/3349 КЛЕРМОНТ ВСТАВКА  КЕРАМИЧЕСКАЯ, 9,7x9,7";"Kerama";"Клермонт";"вставка";"9,7x9,7";"9,7";"9,7";"4,9";"30";"0,2823";"шт";;"0";"139,2";"118,4";"139,2";"99,45";"104,8";"99,45";"99,45";"99,45";"99,45";"99,45";"99,45";"0";"0";"0";"Керамическая плитка";;;;
"311660";"q11817";"бордюр, A2070/3349 Клермонт бордюр  керамический, 30,2x9,7";"q11817 Бордюр керамич. A2070/3349 КЛЕРМОНТ БОРДЮР  КЕРАМИЧЕСКИЙ, 30,2x9,7";"Kerama";"Клермонт";"бордюр";"30,2x9,7";"30,2";"9,7";"12";"23";"0,6738";"шт";;"0";"202,4";"172";"202,4";"144,5";"152";"144,5";"144,5";"144,5";"144,5";"144,5";"144,5";"0";"0";"0";"Керамическая плитка";;;;
"322572";"q14266";"плитка, 15019 Ковентри Кружева 15*40 керам.плитка, 15x40";"q14266 Плитка облиц. керамич. 15019 КОВЕНТРИ КРУЖЕВА 15*40 КЕРАМ.ПЛИТКА, 15x40";"Kerama";"Ковентри";"плитка";"15x40";"15";"40";"19,7222";"22";"1,32";"м2";;"0";"846,4";"719,2";"846,4";"604,36";"635,2";"604,36";"604,36";"604,36";"604,36";"604,36";"604,36";"0";"0";"0";"Керамическая плитка";;;;
"322573";"q14267";"плитка, 15004 N Ковентри Цветы 15*40 керам.плитка, 15x40";"q14267 Плитка облиц. керамич. 15004 N КОВЕНТРИ ЦВЕТЫ 15*40 КЕРАМ.ПЛИТКА, 15x40";"Kerama";"Ковентри";"плитка";"15x40";"15";"40";"20";"22";"1,32";"м2";;"0";"1047,2";"890,4";"1047,2";"748";"785,6";"748";"748";"748";"748";"748";"748";"0";"0";"0";"Керамическая плитка";;;;
"322697";"q14399";"плитка, 4221 Ковентри Цветы 40.2*40.2 керам.плитка, 40,2x40,2";"q14399 Плитка облиц. керамич. 4221 КОВЕНТРИ ЦВЕТЫ 40.2*40.2 КЕРАМ.ПЛИТКА, 40,2x40,2";"Kerama";"Ковентри";"плитка";"40,2x40,2";"40,2";"40,2";"30";"10";"1,62";"м2";;"0";"932";"792";"932";"665,56";"699,2";"665,56";"665,56";"665,56";"665,56";"665,56";"665,56";"0";"0";"0";"Керамическая плитка";;;;
"322855";"q14570";"бордюр, STG/A223/15019 Ковентри 40*3 керам.бордюр, 40x3";"q14570 Бордюр керамич. STG/A223/15019 КОВЕНТРИ 40*3 КЕРАМ.БОРДЮР, 40x3";"Kerama";"Ковентри";"бордюр";"40x3";"40";"3";"4,352";"22";"0,264";"шт";;"0";"139,2";"118,4";"139,2";"99,45";"104,8";"99,45";"99,45";"99,45";"99,45";"99,45";"99,45";"0";"0";"0";"Керамическая плитка";;;;
"308142";"q9458";"бордюр, SG134/001 Колизей бордюр розовый, 42x7,7";"q9458 Бордюр керамич. SG134/001 КОЛИЗЕЙ БОРДЮР РОЗОВЫЙ, 42x7,7";"Kerama";"Колизей";"бордюр";"42x7,7";"42";"7,7";"4,75";"7";"0,2264";"шт";;"0";"156,8";"133,6";"156,8";"111,84";"117,6";"111,84";"111,84";"111,84";"111,84";"111,84";"111,84";"0";"0";"0";"Керамическая плитка";;;;
"307285";"q8908";"плитка, 8116 Колумбия бежевый, 20x30    ";"q8908 Плитка облиц. керамич. 8116 КОЛУМБИЯ БЕЖЕВЫЙ, 20x30    ";"Kerama";"Колумбия";"плитка";"20x30    ";"20";"30";"18,4375";"25";"1,5";"м2";;"0";"404,8";"344";"404,8";"288,96";"304";"288,96";"288,96";"288,96";"288,96";"288,96";"288,96";"0";"0";"0";"Керамическая плитка";;;;
"307283";"q8909";"плитка, 8114 Колумбия белый, 20x30    ";"q8909 Плитка облиц. керамич. 8114 КОЛУМБИЯ БЕЛЫЙ, 20x30    ";"Kerama";"Колумбия";"плитка";"20x30    ";"20";"30";"18,4375";"25";"1,5";"м2";;"0";"404,8";"344";"404,8";"288,96";"304";"288,96";"288,96";"288,96";"288,96";"288,96";"288,96";"0";"0";"0";"Керамическая плитка";;;;
"307286";"q8911";"декор, B1112/8116 Колумбия дек., 20x30    ";"q8911 Декор керамич. B1112/8116 КОЛУМБИЯ ДЕК., 20x30    ";"Kerama";"Колумбия";"декор";"20x30    ";"20";"30";"14,17";"20";"1,2";"шт";;"0";"115,2";"97,6";"115,2";"82,57";"86,4";"82,57";"82,57";"82,57";"82,57";"82,57";"82,57";"0";"0";"0";"Керамическая плитка";;;;
"307288";"q8912";"бордюр, B1110/8116 Колумбия бор., 5,8x20   ";"q8912 Бордюр керамич. B1110/8116 КОЛУМБИЯ БОР., 5,8x20   ";"Kerama";"Колумбия";"бордюр";"5,8x20   ";"5,8";"20";"4,83";"32";"0,3712";"шт";;"0";"83,2";"70,4";"83,2";"59,52";"62,4";"59,52";"59,52";"59,52";"59,52";"59,52";"59,52";"0";"0";"0";"Керамическая плитка";;;;
"307290";"q8913";"бордюр, B1111/8116 Колумбия бор., 5,8x30   ";"q8913 Бордюр керамич. B1111/8116 КОЛУМБИЯ БОР., 5,8x30   ";"Kerama";"Колумбия";"бордюр";"5,8x30   ";"5,8";"30";"8,16";"32";"0,5568";"шт";;"0";"98,4";"84";"98,4";"70,56";"73,6";"70,56";"70,56";"70,56";"70,56";"70,56";"70,56";"0";"0";"0";"Керамическая плитка";;;;
"307284";"q8914";"плитка, 8115 Колумбия беж светлый, 20x30    ";"q8914 Плитка облиц. керамич. 8115 КОЛУМБИЯ БЕЖ СВЕТЛЫЙ, 20x30    ";"Kerama";"Колумбия";"плитка";"20x30    ";"20";"30";"18,4375";"25";"1,5";"м2";;"0";"404,8";"344";"404,8";"288,96";"304";"288,96";"288,96";"288,96";"288,96";"288,96";"288,96";"0";"0";"0";"Керамическая плитка";;;;
"307287";"q8916";"декор, C1112/8115 Колумбия дек., 20x30    ";"q8916 Декор керамич. C1112/8115 КОЛУМБИЯ ДЕК., 20x30    ";"Kerama";"Колумбия";"декор";"20x30    ";"20";"30";"14,25";"20";"1,2";"шт";;"0";"115,2";"97,6";"115,2";"82,08";"86,4";"82,08";"82,08";"82,08";"82,08";"82,08";"82,08";"0";"0";"0";"Керамическая плитка";;;;
"307289";"q8918";"бордюр, C1110/8115 Колумбия бор., 5,8x20   ";"q8918 Бордюр керамич. C1110/8115 КОЛУМБИЯ БОР., 5,8x20   ";"Kerama";"Колумбия";"бордюр";"5,8x20   ";"5,8";"20";"5,12";"32";"0,3712";"шт";;"0";"83,2";"70,4";"83,2";"59,52";"62,4";"59,52";"59,52";"59,52";"59,52";"59,52";"59,52";"0";"0";"0";"Керамическая плитка";;;;
"307291";"q8920";"бордюр, C1111/8115 Колумбия бор., 5,8x30   ";"q8920 Бордюр керамич. C1111/8115 КОЛУМБИЯ БОР., 5,8x30   ";"Kerama";"Колумбия";"бордюр";"5,8x30   ";"5,8";"30";"8,16";"32";"0,5568";"шт";;"0";"98,4";"84";"98,4";"70,56";"73,6";"70,56";"70,56";"70,56";"70,56";"70,56";"70,56";"0";"0";"0";"Керамическая плитка";;;;
